date, Relative modulation level, Boiler water temperature, Return water temperature, CH mode, DHW mode, Flame status, Fault
2019-10-03 21:16:22, 0.00, 31.40, 28.40, 0, 0, 0, 0
2019-10-03 21:16:35, 0.00, 31.40, 28.40, 0, 0, 0, 0
2019-10-03 21:16:48, 0.00, 31.40, 28.40, 0, 0, 0, 0
2019-10-03 21:17:01, 0.00, 31.40, 28.40, 0, 0, 0, 0
2019-10-03 21:17:14, 0.00, 31.20, 28.30, 0, 0, 0, 0
2019-10-03 21:17:27, 0.00, 31.20, 28.30, 0, 0, 0, 0
2019-10-03 21:17:40, 0.00, 31.20, 28.30, 0, 0, 0, 0
2019-10-03 21:17:53, 0.00, 31.20, 28.30, 0, 0, 0, 0
2019-10-03 21:18:06, 0.00, 31.12, 28.30, 0, 0, 0, 0
2019-10-03 21:18:19, 0.00, 31.10, 28.20, 0, 0, 0, 0
2019-10-03 21:18:32, 0.00, 31.10, 28.20, 0, 0, 0, 0
2019-10-03 21:18:45, 0.00, 31.10, 28.20, 0, 0, 0, 0
2019-10-03 21:18:58, 0.00, 31.00, 28.20, 0, 0, 0, 0
2019-10-03 21:19:11, 0.00, 31.00, 28.20, 0, 0, 0, 0
2019-10-03 21:19:24, 0.00, 31.00, 28.00, 0, 0, 0, 0
2019-10-03 21:19:51, 0.00, 30.97, 28.00, 0, 0, 0, 0
2019-10-03 21:20:04, 0.00, 30.80, 28.00, 0, 0, 0, 0
2019-10-03 21:20:17, 0.00, 30.80, 27.90, 0, 0, 0, 0
2019-10-03 21:20:30, 0.00, 30.80, 27.90, 0, 0, 0, 0
2019-10-03 21:20:43, 0.00, 30.80, 27.90, 0, 0, 0, 0
2019-10-03 21:20:56, 0.00, 30.70, 27.90, 0, 0, 0, 0
2019-10-03 21:21:09, 0.00, 30.70, 27.90, 0, 0, 0, 0
2019-10-03 21:21:22, 0.00, 30.70, 27.80, 0, 0, 0, 0
2019-10-03 21:21:35, 0.00, 30.70, 27.80, 0, 0, 0, 0
2019-10-03 21:21:48, 0.00, 30.70, 27.80, 0, 0, 0, 0
2019-10-03 21:22:01, 0.00, 30.60, 27.80, 0, 0, 0, 0
2019-10-03 21:22:14, 0.00, 30.60, 27.80, 0, 0, 0, 0
2019-10-03 21:22:27, 0.00, 30.60, 27.60, 0, 0, 0, 0
2019-10-03 21:22:40, 0.00, 30.60, 27.60, 0, 0, 0, 0
2019-10-03 21:22:53, 0.00, 30.50, 27.60, 0, 0, 0, 0
2019-10-03 21:23:06, 0.00, 30.50, 27.60, 0, 0, 0, 0
2019-10-03 21:23:19, 0.00, 30.50, 27.60, 0, 0, 0, 0
2019-10-03 21:23:32, 0.00, 30.50, 27.50, 0, 0, 0, 0
2019-10-03 21:23:45, 0.00, 30.50, 27.50, 0, 0, 0, 0
2019-10-03 21:23:58, 29.00, 30.30, 27.50, 0, 1, 0, 0
2019-10-03 21:24:11, 29.00, 45.59, 27.69, 0, 1, 1, 0
2019-10-03 21:24:24, 51.00, 51.68, 37.98, 0, 1, 1, 0
2019-10-03 21:24:37, 33.00, 55.50, 44.31, 0, 1, 1, 0
2019-10-03 21:24:50, 25.00, 55.20, 44.80, 0, 1, 1, 0
2019-10-03 21:25:03, 25.00, 55.20, 44.80, 0, 1, 1, 0
2019-10-03 21:25:16, 22.00, 55.12, 45.10, 0, 1, 1, 0
2019-10-03 21:25:29, 21.00, 55.00, 45.10, 0, 1, 1, 0
2019-10-03 21:25:42, 20.00, 54.97, 45.10, 0, 1, 1, 0
2019-10-03 21:25:55, 20.00, 55.00, 45.10, 0, 1, 1, 0
2019-10-03 21:26:08, 20.00, 54.70, 45.10, 0, 1, 1, 0
2019-10-03 21:26:21, 20.00, 54.80, 45.10, 0, 1, 1, 0
2019-10-03 21:26:34, 19.00, 54.70, 45.00, 0, 1, 1, 0
2019-10-03 21:26:47, 19.00, 54.70, 45.00, 0, 1, 1, 0
2019-10-03 21:27:00, 17.00, 54.80, 45.00, 0, 1, 1, 0
2019-10-03 21:27:13, 17.00, 54.60, 45.10, 0, 1, 1, 0
2019-10-03 21:27:26, 19.00, 54.60, 44.99, 0, 1, 1, 0
2019-10-03 21:27:39, 19.00, 54.70, 45.00, 0, 1, 1, 0
2019-10-03 21:27:52, 19.00, 54.70, 45.00, 0, 1, 1, 0
2019-10-03 21:28:05, 19.00, 54.60, 45.00, 0, 1, 1, 0
2019-10-03 21:28:18, 18.00, 54.60, 45.00, 0, 1, 1, 0
2019-10-03 21:28:31, 18.00, 54.60, 45.00, 0, 1, 1, 0
2019-10-03 21:28:44, 18.00, 54.61, 45.00, 0, 1, 1, 0
2019-10-03 21:28:57, 18.00, 54.70, 45.00, 0, 1, 1, 0
2019-10-03 21:29:11, 18.00, 54.70, 45.00, 0, 1, 1, 0
2019-10-03 21:29:24, 18.00, 54.62, 45.10, 0, 1, 1, 0
2019-10-03 21:29:37, 18.00, 54.60, 45.00, 0, 1, 1, 0
2019-10-03 21:29:50, 0.00, 54.64, 51.83, 0, 0, 0, 0
2019-10-03 21:30:03, 0.00, 52.25, 51.83, 0, 0, 0, 0
2019-10-03 21:30:16, 0.00, 51.86, 50.50, 0, 0, 0, 0
2019-10-03 21:30:29, 0.00, 51.70, 50.10, 0, 0, 0, 0
2019-10-03 21:30:42, 0.00, 51.40, 49.70, 0, 0, 0, 0
2019-10-03 21:30:55, 0.00, 51.38, 49.50, 0, 0, 0, 0
2019-10-03 21:31:08, 0.00, 51.20, 49.50, 0, 0, 0, 0
2019-10-03 21:31:21, 0.00, 51.10, 49.40, 0, 0, 0, 0
2019-10-03 21:31:34, 0.00, 50.90, 49.30, 0, 0, 0, 0
2019-10-03 21:31:47, 0.00, 50.70, 49.20, 0, 0, 0, 0
2019-10-03 21:32:00, 0.00, 50.60, 49.00, 0, 0, 0, 0
2019-10-03 21:32:13, 0.00, 50.50, 49.00, 0, 0, 0, 0
2019-10-03 21:32:26, 0.00, 50.40, 48.90, 0, 0, 0, 0
2019-10-03 21:32:39, 0.00, 50.30, 48.70, 0, 0, 0, 0
2019-10-03 21:32:52, 0.00, 50.20, 48.60, 0, 0, 0, 0
2019-10-03 21:33:05, 0.00, 50.10, 48.60, 0, 0, 0, 0
2019-10-03 21:33:18, 0.00, 49.80, 48.50, 0, 0, 0, 0
2019-10-03 21:33:31, 0.00, 49.80, 48.40, 0, 0, 0, 0
2019-10-03 21:33:44, 0.00, 49.60, 48.20, 0, 0, 0, 0
2019-10-03 21:33:57, 0.00, 49.60, 48.09, 0, 0, 0, 0
2019-10-03 21:34:10, 0.00, 49.50, 48.09, 0, 0, 0, 0
2019-10-03 21:34:23, 0.00, 49.30, 47.90, 0, 0, 0, 0
2019-10-03 21:34:36, 0.00, 49.30, 47.80, 0, 0, 0, 0
2019-10-03 21:34:49, 0.00, 49.18, 47.70, 0, 0, 0, 0
2019-10-03 21:35:02, 0.00, 49.00, 47.60, 0, 0, 0, 0
2019-10-03 21:35:15, 0.00, 48.90, 47.60, 0, 0, 0, 0
2019-10-03 21:35:28, 0.00, 48.80, 47.42, 0, 0, 0, 0
2019-10-03 21:35:41, 0.00, 48.70, 47.20, 0, 0, 0, 0
2019-10-03 21:35:54, 0.00, 48.70, 47.10, 0, 0, 0, 0
2019-10-03 21:36:07, 0.00, 48.60, 47.10, 0, 0, 0, 0
2019-10-03 21:36:20, 0.00, 48.50, 47.00, 0, 0, 0, 0
2019-10-03 21:36:33, 0.00, 48.40, 46.90, 0, 0, 0, 0
2019-10-03 21:36:46, 0.00, 48.20, 46.70, 0, 0, 0, 0
2019-10-03 21:36:59, 0.00, 48.18, 46.50, 0, 0, 0, 0
2019-10-03 21:37:12, 0.00, 48.03, 46.50, 0, 0, 0, 0
2019-10-03 21:37:25, 0.00, 47.90, 46.40, 0, 0, 0, 0
2019-10-03 21:37:38, 0.00, 47.90, 46.30, 0, 0, 0, 0
2019-10-03 21:37:51, 0.00, 47.80, 46.11, 0, 0, 0, 0
2019-10-03 21:38:04, 0.00, 47.70, 46.00, 0, 0, 0, 0
2019-10-03 21:38:17, 0.00, 47.60, 46.00, 0, 0, 0, 0
2019-10-03 21:38:30, 0.00, 47.60, 45.90, 0, 0, 0, 0
2019-10-03 21:38:43, 0.00, 47.50, 45.70, 0, 0, 0, 0
2019-10-03 21:38:56, 0.00, 47.30, 45.58, 0, 0, 0, 0
2019-10-03 21:39:09, 0.00, 47.25, 45.40, 0, 0, 0, 0
2019-10-03 21:39:22, 0.00, 47.14, 45.40, 0, 0, 0, 0
2019-10-03 21:39:35, 0.00, 47.10, 45.30, 0, 0, 0, 0
2019-10-03 21:39:48, 0.00, 47.00, 45.20, 0, 0, 0, 0
2019-10-03 21:40:01, 0.00, 47.00, 45.10, 0, 0, 0, 0
2019-10-03 21:40:14, 0.00, 46.90, 45.10, 0, 0, 0, 0
2019-10-03 21:40:27, 0.00, 46.80, 44.87, 0, 0, 0, 0
2019-10-03 21:40:40, 0.00, 46.70, 44.70, 0, 0, 0, 0
2019-10-03 21:40:53, 0.00, 46.50, 44.60, 0, 0, 0, 0
2019-10-03 21:41:06, 0.00, 46.50, 44.50, 0, 0, 0, 0
2019-10-03 21:41:19, 0.00, 46.40, 44.50, 0, 0, 0, 0
2019-10-03 21:41:32, 0.00, 46.30, 44.40, 0, 0, 0, 0
2019-10-03 21:41:45, 0.00, 46.30, 44.30, 0, 0, 0, 0
2019-10-03 21:41:58, 0.00, 46.20, 44.00, 0, 0, 0, 0
2019-10-03 21:42:11, 0.00, 46.10, 43.90, 0, 0, 0, 0
2019-10-03 21:42:24, 0.00, 46.00, 43.90, 0, 0, 0, 0
2019-10-03 21:42:37, 0.00, 46.00, 43.80, 0, 0, 0, 0
2019-10-03 21:42:50, 0.00, 45.90, 43.70, 0, 0, 0, 0
2019-10-03 21:43:03, 0.00, 45.89, 43.60, 0, 0, 0, 0
2019-10-03 21:43:16, 0.00, 45.70, 43.60, 0, 0, 0, 0
2019-10-03 21:43:29, 0.00, 45.60, 43.50, 0, 0, 0, 0
2019-10-03 21:43:42, 0.00, 45.50, 43.26, 0, 0, 0, 0
2019-10-03 21:43:55, 0.00, 45.50, 43.10, 0, 0, 0, 0
2019-10-03 21:44:08, 0.00, 45.40, 43.00, 0, 0, 0, 0
2019-10-03 21:44:21, 0.00, 45.30, 43.00, 0, 0, 0, 0
2019-10-03 21:44:34, 0.00, 45.22, 42.90, 0, 0, 0, 0
2019-10-03 21:44:47, 0.00, 45.20, 42.80, 0, 0, 0, 0
2019-10-03 21:45:01, 0.00, 45.10, 42.70, 0, 0, 0, 0
2019-10-03 21:45:14, 0.00, 45.10, 42.60, 0, 0, 0, 0
2019-10-03 21:45:27, 0.00, 45.00, 42.60, 0, 0, 0, 0
2019-10-03 21:45:40, 0.00, 44.97, 42.50, 0, 0, 0, 0
2019-10-03 21:45:53, 0.00, 44.80, 42.30, 0, 0, 0, 0
2019-10-03 21:46:06, 0.00, 44.70, 42.20, 0, 0, 0, 0
2019-10-03 21:46:19, 0.00, 44.70, 42.00, 0, 0, 0, 0
2019-10-03 21:46:32, 0.00, 44.60, 42.00, 0, 0, 0, 0
2019-10-03 21:46:45, 0.00, 44.50, 41.90, 0, 0, 0, 0
2019-10-03 21:46:58, 0.00, 44.50, 41.80, 0, 0, 0, 0
2019-10-03 21:47:11, 0.00, 44.40, 41.70, 0, 0, 0, 0
2019-10-03 21:47:24, 0.00, 44.32, 41.70, 0, 0, 0, 0
2019-10-03 21:47:37, 0.00, 44.30, 41.50, 0, 0, 0, 0
2019-10-03 21:47:50, 0.00, 44.20, 41.40, 0, 0, 0, 0
2019-10-03 21:48:03, 0.00, 44.00, 41.30, 0, 0, 0, 0
2019-10-03 21:48:16, 0.00, 44.00, 41.20, 0, 0, 0, 0
2019-10-03 21:48:29, 0.00, 43.90, 41.20, 0, 0, 0, 0
2019-10-03 21:48:42, 0.00, 43.90, 41.10, 0, 0, 0, 0
2019-10-03 21:48:55, 0.00, 43.80, 41.00, 0, 0, 0, 0
2019-10-03 21:49:08, 0.00, 43.70, 40.90, 0, 0, 0, 0
2019-10-03 21:49:21, 0.00, 43.70, 40.73, 0, 0, 0, 0
2019-10-03 21:49:34, 0.00, 43.60, 40.73, 0, 0, 0, 0
2019-10-03 21:49:47, 0.00, 43.60, 40.60, 0, 0, 0, 0
2019-10-03 21:50:00, 0.00, 43.50, 40.52, 0, 0, 0, 0
2019-10-03 21:50:13, 0.00, 43.50, 40.47, 0, 0, 0, 0
2019-10-03 21:50:26, 0.00, 43.40, 40.47, 0, 0, 0, 0
2019-10-03 21:50:39, 0.00, 43.20, 40.40, 0, 0, 0, 0
2019-10-03 21:50:52, 0.00, 43.20, 40.29, 0, 0, 0, 0
2019-10-03 21:51:05, 0.00, 43.10, 40.20, 0, 0, 0, 0
2019-10-03 21:51:18, 0.00, 43.10, 40.10, 0, 0, 0, 0
2019-10-03 21:51:31, 0.00, 43.00, 40.10, 0, 0, 0, 0
2019-10-03 21:51:44, 0.00, 42.90, 40.00, 0, 0, 0, 0
2019-10-03 21:51:57, 0.00, 42.90, 39.80, 0, 0, 0, 0
2019-10-03 21:52:10, 0.00, 42.80, 39.70, 0, 0, 0, 0
2019-10-03 21:52:23, 0.00, 42.80, 39.60, 0, 0, 0, 0
2019-10-03 21:52:36, 0.00, 42.70, 39.60, 0, 0, 0, 0
2019-10-03 21:52:49, 0.00, 42.70, 39.40, 0, 0, 0, 0
2019-10-03 21:53:02, 0.00, 42.60, 39.30, 0, 0, 0, 0
2019-10-03 21:53:15, 0.00, 42.60, 39.20, 0, 0, 0, 0
2019-10-03 21:53:28, 0.00, 42.50, 39.10, 0, 0, 0, 0
2019-10-03 21:53:41, 0.00, 42.30, 39.10, 0, 0, 0, 0
2019-10-03 21:53:54, 0.00, 42.30, 39.08, 0, 0, 0, 0
2019-10-03 21:54:07, 0.00, 42.20, 38.90, 0, 0, 0, 0
2019-10-03 21:54:20, 0.00, 42.20, 38.80, 0, 0, 0, 0
2019-10-03 21:54:33, 0.00, 42.10, 38.80, 0, 0, 0, 0
2019-10-03 21:54:46, 0.00, 42.10, 38.70, 0, 0, 0, 0
2019-10-03 21:54:59, 0.00, 42.00, 38.50, 0, 0, 0, 0
2019-10-03 21:55:12, 0.00, 41.97, 38.40, 0, 0, 0, 0
2019-10-03 21:55:25, 0.00, 41.90, 38.32, 0, 0, 0, 0
2019-10-03 21:55:38, 0.00, 41.90, 38.32, 0, 0, 0, 0
2019-10-03 21:55:51, 0.00, 41.80, 38.30, 0, 0, 0, 0
2019-10-03 21:56:04, 0.00, 41.75, 38.20, 0, 0, 0, 0
2019-10-03 21:56:17, 0.00, 41.70, 38.00, 0, 0, 0, 0
2019-10-03 21:56:30, 0.00, 41.64, 37.90, 0, 0, 0, 0
2019-10-03 21:56:43, 0.00, 41.50, 37.90, 0, 0, 0, 0
2019-10-03 21:56:56, 0.00, 41.42, 37.80, 0, 0, 0, 0
2019-10-03 21:57:09, 0.00, 41.40, 37.78, 0, 0, 0, 0
2019-10-03 21:57:22, 0.00, 41.39, 37.60, 0, 0, 0, 0
2019-10-03 21:57:35, 0.00, 41.30, 37.60, 0, 0, 0, 0
2019-10-03 21:57:48, 0.00, 41.20, 37.50, 0, 0, 0, 0
2019-10-03 21:58:01, 0.00, 41.20, 37.40, 0, 0, 0, 0
2019-10-03 21:58:14, 0.00, 41.10, 37.30, 0, 0, 0, 0
2019-10-03 21:58:27, 0.00, 41.10, 37.30, 0, 0, 0, 0
2019-10-03 21:58:40, 0.00, 41.00, 37.30, 0, 0, 0, 0
2019-10-03 21:58:53, 0.00, 41.00, 37.10, 0, 0, 0, 0
2019-10-03 21:59:06, 0.00, 40.90, 37.00, 0, 0, 0, 0
2019-10-03 21:59:19, 0.00, 40.90, 36.90, 0, 0, 0, 0
2019-10-03 21:59:32, 0.00, 40.70, 36.90, 0, 0, 0, 0
2019-10-03 21:59:45, 0.00, 40.70, 36.90, 0, 0, 0, 0
2019-10-03 21:59:58, 0.00, 40.62, 36.70, 0, 0, 0, 0
2019-10-03 22:00:11, 0.00, 40.60, 36.60, 0, 0, 0, 0
2019-10-03 22:00:24, 0.00, 40.60, 36.50, 0, 0, 0, 0
2019-10-03 22:00:37, 0.00, 40.50, 36.50, 0, 0, 0, 0
2019-10-03 22:00:50, 0.00, 40.40, 36.50, 0, 0, 0, 0
2019-10-03 22:01:03, 0.00, 40.40, 36.40, 0, 0, 0, 0
2019-10-03 22:01:16, 0.00, 40.30, 36.20, 0, 0, 0, 0
2019-10-03 22:01:29, 0.00, 40.30, 36.11, 0, 0, 0, 0
2019-10-03 22:01:43, 0.00, 40.29, 36.11, 0, 0, 0, 0
2019-10-03 22:01:56, 0.00, 40.20, 36.10, 0, 0, 0, 0
2019-10-03 22:02:09, 0.00, 40.20, 36.00, 0, 0, 0, 0
2019-10-03 22:02:22, 0.00, 40.10, 35.80, 0, 0, 0, 0
2019-10-03 22:02:35, 0.00, 40.10, 35.80, 0, 0, 0, 0
2019-10-03 22:02:48, 0.00, 40.00, 35.80, 0, 0, 0, 0
2019-10-03 22:03:01, 0.00, 40.00, 35.70, 0, 0, 0, 0
2019-10-03 22:03:14, 0.00, 39.80, 35.60, 0, 0, 0, 0
2019-10-03 22:03:27, 0.00, 39.80, 35.60, 0, 0, 0, 0
2019-10-03 22:03:40, 0.00, 39.70, 35.50, 0, 0, 0, 0
2019-10-03 22:03:53, 0.00, 39.70, 35.50, 0, 0, 0, 0
2019-10-03 22:04:06, 0.00, 39.60, 35.30, 0, 0, 0, 0
2019-10-03 22:04:19, 0.00, 39.60, 35.30, 0, 0, 0, 0
2019-10-03 22:04:32, 0.00, 39.52, 35.20, 0, 0, 0, 0
2019-10-03 22:04:45, 0.00, 39.40, 35.20, 0, 0, 0, 0
2019-10-03 22:04:58, 0.00, 39.30, 35.10, 0, 0, 0, 0
2019-10-03 22:05:11, 0.00, 39.30, 35.09, 0, 0, 0, 0
2019-10-03 22:05:24, 0.00, 39.22, 35.00, 0, 0, 0, 0
2019-10-03 22:05:37, 0.00, 39.20, 34.80, 0, 0, 0, 0
2019-10-03 22:05:50, 0.00, 39.20, 34.80, 0, 0, 0, 0
2019-10-03 22:06:03, 0.00, 39.10, 34.80, 0, 0, 0, 0
2019-10-03 22:06:16, 0.00, 39.10, 34.70, 0, 0, 0, 0
2019-10-03 22:06:29, 0.00, 38.90, 34.70, 0, 0, 0, 0
2019-10-03 22:06:42, 0.00, 38.90, 34.60, 0, 0, 0, 0
2019-10-03 22:06:55, 0.00, 38.80, 34.60, 0, 0, 0, 0
2019-10-03 22:07:08, 0.00, 38.80, 34.40, 0, 0, 0, 0
2019-10-03 22:07:21, 0.00, 38.80, 34.40, 0, 0, 0, 0
2019-10-03 22:07:34, 0.00, 38.70, 34.30, 0, 0, 0, 0
2019-10-03 22:07:47, 0.00, 38.70, 34.30, 0, 0, 0, 0
2019-10-03 22:08:00, 0.00, 38.50, 34.29, 0, 0, 0, 0
2019-10-03 22:08:13, 0.00, 38.50, 34.20, 0, 0, 0, 0
2019-10-03 22:08:26, 0.00, 38.40, 34.10, 0, 0, 0, 0
2019-10-03 22:08:39, 0.00, 38.40, 34.10, 0, 0, 0, 0
2019-10-03 22:08:52, 0.00, 38.33, 34.10, 0, 0, 0, 0
2019-10-03 22:09:05, 0.00, 38.30, 33.90, 0, 0, 0, 0
2019-10-03 22:09:18, 0.00, 38.30, 33.89, 0, 0, 0, 0
2019-10-03 22:09:31, 0.00, 38.20, 33.80, 0, 0, 0, 0
2019-10-03 22:09:44, 0.00, 38.20, 33.70, 0, 0, 0, 0
2019-10-03 22:09:57, 0.00, 38.00, 33.70, 0, 0, 0, 0
2019-10-03 22:10:10, 0.00, 38.00, 33.70, 0, 0, 0, 0
2019-10-03 22:10:23, 0.00, 37.99, 33.50, 0, 0, 0, 0
2019-10-03 22:10:36, 0.00, 37.90, 33.50, 0, 0, 0, 0
2019-10-03 22:10:49, 0.00, 37.89, 33.40, 0, 0, 0, 0
2019-10-03 22:11:02, 0.00, 37.80, 33.40, 0, 0, 0, 0
2019-10-03 22:11:15, 0.00, 37.80, 33.40, 0, 0, 0, 0
2019-10-03 22:11:28, 0.00, 37.60, 33.30, 0, 0, 0, 0
2019-10-03 22:11:41, 0.00, 37.60, 33.29, 0, 0, 0, 0
2019-10-03 22:11:54, 0.00, 37.60, 33.29, 0, 0, 0, 0
2019-10-03 22:12:07, 0.00, 37.50, 33.20, 0, 0, 0, 0
2019-10-03 22:12:20, 0.00, 37.50, 33.11, 0, 0, 0, 0
2019-10-03 22:12:38, 0.00, 37.40, 33.00, 0, 0, 0, 0
2019-10-03 22:12:51, 0.00, 37.40, 32.90, 0, 0, 0, 0
2019-10-03 22:13:04, 0.00, 37.40, 32.90, 0, 0, 0, 0
2019-10-03 22:13:17, 0.00, 37.30, 32.90, 0, 0, 0, 0
2019-10-03 22:13:30, 0.00, 37.30, 32.80, 0, 0, 0, 0
2019-10-03 22:13:43, 0.00, 37.10, 32.80, 0, 0, 0, 0
2019-10-03 22:13:56, 0.00, 37.10, 32.74, 0, 0, 0, 0
2019-10-03 22:14:09, 0.00, 37.09, 32.60, 0, 0, 0, 0
2019-10-03 22:14:22, 0.00, 37.00, 32.60, 0, 0, 0, 0
2019-10-03 22:14:35, 0.00, 37.00, 32.57, 0, 0, 0, 0
2019-10-03 22:14:48, 0.00, 36.90, 32.50, 0, 0, 0, 0
2019-10-03 22:15:01, 0.00, 36.90, 32.45, 0, 0, 0, 0
2019-10-03 22:15:14, 0.00, 36.81, 32.40, 0, 0, 0, 0
2019-10-03 22:15:27, 0.00, 36.70, 32.40, 0, 0, 0, 0
2019-10-03 22:15:40, 0.00, 36.70, 32.37, 0, 0, 0, 0
2019-10-03 22:15:53, 0.00, 36.60, 32.30, 0, 0, 0, 0
2019-10-03 22:16:06, 0.00, 36.60, 32.30, 0, 0, 0, 0
2019-10-03 22:16:19, 0.00, 36.60, 32.30, 0, 0, 0, 0
2019-10-03 22:16:32, 0.00, 36.50, 32.10, 0, 0, 0, 0
2019-10-03 22:16:45, 0.00, 36.50, 32.10, 0, 0, 0, 0
2019-10-03 22:16:58, 0.00, 36.40, 32.00, 0, 0, 0, 0
2019-10-03 22:17:11, 0.00, 36.40, 32.00, 0, 0, 0, 0
2019-10-03 22:17:24, 0.00, 36.38, 32.00, 0, 0, 0, 0
2019-10-03 22:17:37, 0.00, 36.20, 31.90, 0, 0, 0, 0
2019-10-03 22:17:50, 0.00, 36.20, 31.90, 0, 0, 0, 0
2019-10-03 22:18:03, 0.00, 36.10, 31.70, 0, 0, 0, 0
2019-10-03 22:18:16, 0.00, 36.10, 31.70, 0, 0, 0, 0
2019-10-03 22:18:29, 0.00, 36.10, 31.70, 0, 0, 0, 0
2019-10-03 22:18:42, 0.00, 36.00, 31.60, 0, 0, 0, 0
2019-10-03 22:18:55, 0.00, 36.00, 31.60, 0, 0, 0, 0
2019-10-03 22:19:08, 0.00, 36.00, 31.56, 0, 0, 0, 0
2019-10-03 22:19:21, 0.00, 35.80, 31.56, 0, 0, 0, 0
2019-10-03 22:19:34, 0.00, 35.80, 31.50, 0, 0, 0, 0
2019-10-03 22:19:47, 0.00, 35.80, 31.50, 0, 0, 0, 0
2019-10-03 22:20:00, 0.00, 35.70, 31.40, 0, 0, 0, 0
2019-10-03 22:20:13, 0.00, 35.70, 31.40, 0, 0, 0, 0
2019-10-03 22:20:26, 0.00, 35.60, 31.40, 0, 0, 0, 0
2019-10-03 22:20:39, 0.00, 35.60, 31.20, 0, 0, 0, 0
2019-10-03 22:20:52, 0.00, 35.60, 31.20, 0, 0, 0, 0
2019-10-03 22:21:05, 0.00, 35.50, 31.10, 0, 0, 0, 0
2019-10-03 22:21:18, 0.00, 35.50, 31.10, 0, 0, 0, 0
2019-10-03 22:21:31, 0.00, 35.50, 31.10, 0, 0, 0, 0
2019-10-03 22:21:44, 0.00, 35.30, 31.10, 0, 0, 0, 0
2019-10-03 22:21:57, 0.00, 35.30, 31.00, 0, 0, 0, 0
2019-10-03 22:22:10, 0.00, 35.30, 31.00, 0, 0, 0, 0
2019-10-03 22:22:24, 0.00, 35.20, 30.80, 0, 0, 0, 0
2019-10-03 22:22:37, 0.00, 35.20, 30.80, 0, 0, 0, 0
2019-10-03 22:22:50, 0.00, 35.20, 30.80, 0, 0, 0, 0
2019-10-03 22:23:03, 0.00, 35.10, 30.80, 0, 0, 0, 0
2019-10-03 22:23:16, 0.00, 35.10, 30.70, 0, 0, 0, 0
2019-10-03 22:23:29, 0.00, 35.09, 30.70, 0, 0, 0, 0
2019-10-03 22:23:42, 0.00, 35.00, 30.70, 0, 0, 0, 0
2019-10-03 22:23:55, 0.00, 35.00, 30.60, 0, 0, 0, 0
2019-10-03 22:24:08, 0.00, 34.86, 30.60, 0, 0, 0, 0
2019-10-03 22:24:21, 0.00, 34.80, 30.60, 0, 0, 0, 0
2019-10-03 22:24:34, 0.00, 34.80, 30.60, 0, 0, 0, 0
2019-10-03 22:24:47, 0.00, 34.70, 30.50, 0, 0, 0, 0
2019-10-03 22:25:00, 0.00, 34.70, 30.50, 0, 0, 0, 0
2019-10-03 22:25:13, 0.00, 34.70, 30.30, 0, 0, 0, 0
2019-10-03 22:25:26, 0.00, 34.70, 30.30, 0, 0, 0, 0
2019-10-03 22:25:39, 0.00, 34.60, 30.30, 0, 0, 0, 0
2019-10-03 22:25:52, 0.00, 34.60, 30.30, 0, 0, 0, 0
2019-10-03 22:26:05, 0.00, 34.54, 30.20, 0, 0, 0, 0
2019-10-03 22:26:18, 0.00, 34.40, 30.20, 0, 0, 0, 0
2019-10-03 22:26:31, 0.00, 34.40, 30.20, 0, 0, 0, 0
2019-10-03 22:26:44, 0.00, 34.39, 30.20, 0, 0, 0, 0
2019-10-03 22:26:57, 0.00, 34.30, 30.10, 0, 0, 0, 0
2019-10-03 22:27:10, 0.00, 34.30, 30.10, 0, 0, 0, 0
2019-10-03 22:27:23, 0.00, 34.30, 30.00, 0, 0, 0, 0
2019-10-03 22:27:36, 0.00, 34.20, 30.00, 0, 0, 0, 0
2019-10-03 22:27:49, 0.00, 34.20, 30.00, 0, 0, 0, 0
2019-10-03 22:28:02, 0.00, 34.20, 30.00, 0, 0, 0, 0
2019-10-03 22:28:15, 0.00, 34.10, 29.80, 0, 0, 0, 0
2019-10-03 22:28:28, 0.00, 34.10, 29.80, 0, 0, 0, 0
2019-10-03 22:28:41, 0.00, 34.07, 29.80, 0, 0, 0, 0
2019-10-03 22:28:54, 0.00, 33.90, 29.80, 0, 0, 0, 0
2019-10-03 22:29:07, 0.00, 33.90, 29.70, 0, 0, 0, 0
2019-10-03 22:29:20, 0.00, 33.90, 29.70, 0, 0, 0, 0
2019-10-03 22:29:33, 0.00, 33.80, 29.70, 0, 0, 0, 0
2019-10-03 22:29:46, 0.00, 33.80, 29.70, 0, 0, 0, 0
2019-10-03 22:29:59, 0.00, 33.80, 29.60, 0, 0, 0, 0
2019-10-03 22:30:12, 0.00, 33.70, 29.60, 0, 0, 0, 0
2019-10-03 22:30:25, 0.00, 33.70, 29.60, 0, 0, 0, 0
2019-10-03 22:30:38, 0.00, 33.70, 29.60, 0, 0, 0, 0
2019-10-03 22:30:51, 0.00, 33.50, 29.40, 0, 0, 0, 0
2019-10-03 22:31:04, 0.00, 33.50, 29.40, 0, 0, 0, 0
2019-10-03 22:31:17, 0.00, 33.50, 29.30, 0, 0, 0, 0
2019-10-03 22:31:30, 0.00, 42.31, 40.40, 0, 0, 0, 0
2019-10-03 22:31:43, 0.00, 39.30, 40.40, 0, 0, 0, 0
2019-10-03 22:31:56, 0.00, 39.20, 36.20, 0, 0, 0, 0
